"","botid","date","press","chl","hbact","pro","syn","picoeuk","cruise"
"3",1770200320,12506,7.7,0.12,4.871,1.952,0.037,0.013,"177"
"6",1770200317,12506,24.7,0.11,4.801,1.991,0.037,0.014,"177"
"9",1770200314,12506,46.9,0.11,4.879,1.977,0.032,0.012,"177"
"12",1770200311,12506,74.8,0.12,4.688,1.908,0.033,0.013,"177"
"15",1770200308,12506,100.4,0.13,5.035,1.84,0.029,0.013,"177"
"18",1770200305,12506,125.2,0.27,5.09,2.127,0.035,0.016,"177"
"20",1770200303,12506,175.7,0.05,2.911,0.089,0,0.003,"177"
"46",1780200920,21506,10.3,0.15,4.705,2.192,0.048,0.013,"178"
"49",1780200917,21506,24.6,0.14,4.404,2.299,0.046,0.013,"178"
"52",1780200914,21506,45.3,0.15,4.026,2.303,0.047,0.013,"178"
"55",1780200911,21506,73.9,0.3,4.289,1.192,0.011,0.02,"178"
"57",1780200909,21506,100.4,0.15,2.804,0.339,0,0.008,"178"
"59",1780200906,21506,125.3,0.06,2.229,0.115,0,0.003,"178"
"61",1780200904,21506,149.8,0.03,1.756,0.023,0,0.001,"178"
"62",1780200903,21506,177,0.01,1.545,0.004,0,0.001,"178"
"77",1790201220,31006,5.4,0.11,4.782,1.983,0.037,0.017,"179"
"80",1790201217,31006,24.5,0.13,4.943,2.029,0.029,0.014,"179"
"83",1790201214,31006,46.2,0.11,4.92,2.087,0.039,0.013,"179"
"86",1790201211,31006,75.5,0.12,4.887,2.095,0.033,0.017,"179"
"89",1790201208,31006,99.7,0.21,4.911,2.015,0.029,0.009,"179"
"92",1790201205,31006,123.1,0.25,4.223,1.611,0.019,0.009,"179"
"93",1790201204,31006,150,0.15,4.001,0.346,0.001,0.007,"179"
"94",1790201203,31006,173.6,0.03,2.566,0.039,0,0.002,"179"
"109",1800200920,40206,6.2,0.11,5.03,2.263,0.045,0.01,"180"
"112",1800200917,40206,25.5,0.11,4.827,2.966,0.061,0.009,"180"
"115",1800200914,40206,45,0.13,6.334,2.281,0.051,0.006,"180"
"118",1800200911,40206,75.6,0.29,4.265,1.905,0.031,0.022,"180"
"121",1800200908,40206,100.5,0.31,5.161,1.04,0.014,0.021,"180"
"124",1800200905,40206,124.3,0.16,4.695,0.351,0.007,0.008,"180"
"125",1800200904,40206,149.7,0.06,3.666,0.117,0.002,0.003,"180"
"126",1800200903,40206,176.3,0.04,2.828,0.043,0,0.002,"180"
"140",1810201022,52706,7.3,0.07,4.857,1.646,0.014,0.009,"181"
"143",1810201019,52706,26.5,0.06,4.861,1.87,0.021,0.008,"181"
"146",1810201016,52706,46.4,0.08,5.272,2.029,0.013,0.01,"181"
"149",1810201013,52706,76.3,0.14,4.351,1.358,0.004,0.023,"181"
"152",1810201010,52706,101.2,0.27,4.255,0.775,0,0.025,"181"
"155",1810201007,52706,124.6,0.22,2.885,0.46,0,0.012,"181"
"156",1810201006,52706,150.4,0.1,2.333,0.223,0,0.005,"181"
"157",1810201005,52706,176.2,0.03,1.805,0.03,0,0.002,"181"
"172",1820200822,61406,8.2,0.07,4.718,2.356,0.017,0.009,"182"
"175",1820200819,61406,25,0.06,4.915,2.081,0.024,0.009,"182"
"178",1820200816,61406,46,0.07,6.055,2.571,0.024,0.01,"182"
"181",1820200813,61406,76.1,0.11,5.605,2.468,0.019,0.009,"182"
"184",1820200810,61406,100.9,0.15,5.092,2.785,0.021,0.01,"182"
"187",1820200807,61406,124.9,0.2,4.151,0.855,0.002,0.019,"182"
"188",1820200806,61406,150.9,0.11,2.595,0.321,0,0.01,"182"
"189",1820200805,61406,176.6,0.04,2.081,0.043,0,0.001,"182"
"213",1830201013,71306,75,0.13,3.243,2.727,0.024,0.01,"183"
"216",1830201010,71306,100.7,0.22,2.362,1.369,0.003,0.011,"183"
"219",1830201007,71306,125.5,0.07,1.86,0.184,0,0.005,"183"
"220",1830201006,71306,149.8,0.04,1.834,0.058,0,0.002,"183"
"233",1840200922,80906,7.5,NA,3.323,1.378,0.007,0,"184"
"234",1840200919,80906,25.8,NA,3.102,1.293,0.008,0.001,"184"
"235",1840200916,80906,60,NA,3.912,2.274,0.019,0.001,"184"
"236",1840200913,80906,89.8,NA,3.646,1.997,0.024,0.001,"184"
"237",1840200910,80906,115,NA,3.251,0.435,0.006,0.002,"184"
"238",1840200907,80906,150.5,NA,1.71,0.136,0,0.001,"184"
"239",1840200906,80906,164.5,NA,1.349,0.05,0,0.001,"184"
"240",1840200905,80906,174.8,NA,1.256,0.035,0,0,"184"
"275",1850200920,91606,6.3,0.07,5.428,2.163,0.011,0.004,"185"
"278",1850200917,91606,26.3,0.07,5.496,2.384,0.012,0.003,"185"
"281",1850200914,91606,46.1,0.09,5.82,2.634,0.017,0.01,"185"
"284",1850200911,91606,75.6,0.13,6.048,2.499,0.046,0.012,"185"
"287",1850200908,91606,100.8,0.2,4.734,2.453,0.033,0.01,"185"
"290",1850200905,91606,125.3,0.19,3.422,0.699,0.001,0.013,"185"
"291",1850200904,91606,150.4,0.05,2.496,0.12,0,0.005,"185"
"292",1850200903,91606,175.7,0.02,2.066,0.018,0,0.001,"185"
"307",1860201820,102106,8.7,0.09,5.985,1.862,0.016,0.003,"186"
"310",1860201817,102106,25.3,0.08,5.975,2.088,0.013,0.003,"186"
"313",1860201814,102106,45.1,0.1,5.756,2.891,0.023,0.001,"186"
"316",1860201811,102106,74.5,0.15,5.667,2.799,0.022,0.001,"186"
"319",1860201808,102106,101.4,0.25,5.229,1.801,0.016,0.007,"186"
"322",1860201805,102106,126,0.15,4.209,0.449,0.001,0.009,"186"
"323",1860201804,102106,151.6,0.1,3.259,0.272,0,0.007,"186"
"324",1860201803,102106,173.6,0.03,2.557,0.067,0,0.002,"186"
"339",1870200920,110906,6.9,0.07,5.293,2.002,0.017,0.005,"187"
"342",1870200917,110906,25,0.07,5.813,2.349,0.017,0.008,"187"
"345",1870200914,110906,45.5,0.08,5.451,2.308,0.017,0.007,"187"
"348",1870200911,110906,76.1,0.07,5.428,2.212,0.013,0.005,"187"
"351",1870200908,110906,100.8,0.21,4.751,1.982,0.014,0.009,"187"
"354",1870200905,110906,124.8,0.19,3.916,0.597,0,0.012,"187"
"355",1870200904,110906,150.1,0.06,3.237,0.144,0,0.003,"187"
"356",1870200903,110906,175,0.02,2.603,0.024,0,0.001,"187"
"371",1880200920,121006,9,0.1,4.231,1.738,0.009,0.006,"188"
"374",1880200917,121006,23.7,0.09,4.457,1.781,0.007,0.005,"188"
"377",1880200914,121006,44.6,0.12,4.367,1.768,0.009,0.005,"188"
"380",1880200911,121006,75,0.13,4.186,1.298,0.011,0.004,"188"
"383",1880200908,121006,101,0.21,4.75,0.606,0,0.011,"188"
"386",1880200905,121006,125.7,0.1,2.699,0.278,0,0.007,"188"
"388",1880200903,121006,175.6,0.02,1.536,0.018,0,0.001,"188"
"403",1890201020,20707,5.1,0.1,4.47,1.887,0.02,0.01,"189"
"406",1890201017,20707,24.6,0.1,4.641,1.874,0.027,0.006,"189"
"408",1890201014,20707,45.2,0.1,4.341,2.006,0.027,0.008,"189"
"411",1890201011,20707,75.5,0.2,4.157,1.19,0.013,0.009,"189"
"414",1890201008,20707,100.8,0.14,2.859,0.379,0,0.008,"189"
"417",1890201005,20707,123.4,0.03,2.545,0.06,0,0.001,"189"
"418",1890201004,20707,149,0.01,2.05,0.003,0,0,"189"
"419",1890201003,20707,174.7,0.01,1.723,0.001,0,0,"189"
"434",1900201020,32107,4.4,0.08,4.123,1.402,0.021,0.008,"190"
"437",1900201017,32107,25,0.06,4.574,1.508,0.021,0.008,"190"
"443",1900201011,32107,75.1,0.12,4.137,1.643,0.021,0.017,"190"
"446",1900201008,32107,99.7,0.31,3.223,0.929,0.005,0.034,"190"
"449",1900201005,32107,124.2,0.12,3.477,0.251,0.007,0.004,"190"
"450",1900201004,32107,149.7,0.04,2.32,0.037,0,0.002,"190"
"451",1900201003,32107,174.1,0.01,1.65,0.002,0,0,"190"
"466",1910201020,50507,7.4,0.1,5.161,2.198,0.014,0.013,"191"
"469",1910201017,50507,25.9,0.1,5.073,2.156,0.021,0.012,"191"
"472",1910201014,50507,44.5,0.13,5.332,2.51,0.018,0.013,"191"
"475",1910201011,50507,75.3,0.15,5.281,2.863,0.015,0.011,"191"
"478",1910201008,50507,100.2,NA,4.383,2.577,0.011,0.009,"191"
"481",1910201005,50507,125.3,0.26,4.017,1.151,0.004,0.015,"191"
"482",1910201004,50507,149.6,0.14,2.929,0.337,0,0.008,"191"
"483",1910201003,50507,174.5,0.06,2.537,0.105,0,0.002,"191"
"498",1930200722,70807,6.8,0.08,5.467,1.74,0.012,0.005,"193"
"501",1930200717,70807,24.8,0.07,5.241,1.82,0.012,0.007,"193"
"504",1930200714,70807,45.3,0.08,5.41,1.81,0.012,0.008,"193"
"507",1930200711,70807,75.9,0.16,5.24,2.492,0.016,0.006,"193"
"510",1930200708,70807,99.8,0.24,4.57,2.197,0.007,0.01,"193"
"513",1930200705,70807,124.8,0.23,3.388,0.499,0,0.009,"193"
"514",1930200704,70807,149.7,0.09,2.737,0.157,0,0.004,"193"
"515",1930200703,70807,175,0.05,2.46,0.053,0,0.002,"193"
"530",1940200920,80407,7.9,0.07,4.716,1.72,0.011,0.005,"194"
"533",1940200917,80407,25.2,0.08,4.544,1.852,0.012,0.006,"194"
"536",1940200914,80407,44.9,0.09,5.579,2.436,0.013,0.004,"194"
"539",1940200911,80407,75.9,0.12,5.69,2.017,0.012,0.004,"194"
"540",1940200908,80407,100.1,NA,5.188,1.647,0.011,0.003,"194"
"543",1940200905,80407,125.4,0.2,4.162,0.661,0.003,0.007,"194"
"544",1940200904,80407,149.9,0.15,3.129,0.313,0,0.011,"194"
"545",1940200903,80407,175.3,0.06,1.401,0.142,0,0.005,"194"
"560",1950200920,90307,6.6,0.09,6.261,2.197,0.008,0.005,"195"
"563",1950200917,90307,25.8,0.09,5.947,2.499,0.01,0.004,"195"
"566",1950200914,90307,46,0.1,6.388,2.581,0.01,0.004,"195"
"569",1950200911,90307,75.9,0.18,5.504,2.792,0.017,0.006,"195"
"572",1950200908,90307,100.5,0.27,4.67,2.417,0.02,0.007,"195"
"575",1950200905,90307,125.4,0.19,3.549,0.548,0,0.011,"195"
"576",1950200904,90307,150.5,0.05,2.392,0.101,0,0.002,"195"
"577",1950200903,90307,176,0.05,2.685,0.113,0,0.002,"195"
"580",1960200222,100207,4.5,0.1,4.794,2.025,0.009,0.007,"196"
"583",1960200217,100207,24.8,0.09,4.53,2.083,0.008,0.005,"196"
"586",1960200214,100207,44.3,0.1,4.842,2.173,0.006,0.012,"196"
"589",1960200211,100207,75.7,0.2,5.245,2.606,0.016,0.006,"196"
"592",1960200208,100207,99,0.28,4.562,2.065,0.016,0.005,"196"
"595",1960200205,100207,126,0.24,4.837,0.758,0.001,0.011,"196"
"596",1960200204,100207,149.7,0.1,3.466,0.174,0,0.003,"196"
"597",1960200203,100207,176.9,0.05,2.288,0.086,0,0.001,"196"
"610",1970200220,120107,8.8,0.1,4.461,2.158,0,0.009,"197"
"613",1970200217,120107,24.7,0.09,4.465,2.025,0.002,0.008,"197"
"616",1970200214,120107,44.9,0.11,3.806,1.757,0,0.007,"197"
"619",1970200211,120107,74.9,0.2,3.983,1.698,0.004,0.01,"197"
"622",1970200208,120107,99.4,0.28,3.086,0.673,0,0.024,"197"
"625",1970200205,120107,126.3,0.1,2.287,0.199,0,0.006,"197"
"640",1980200222,122007,5.8,0.14,5.173,1.374,0.069,0.023,"198"
"643",1980200217,122007,24,0.14,5.042,1.465,0.06,0.022,"198"
"646",1980200214,122007,45.8,0.15,4.858,1.354,0.061,0.026,"198"
"649",1980200211,122007,76,0.16,4.736,1.276,0.055,0.029,"198"
"652",1980200208,122007,101.1,0.21,5.015,0.887,0.036,0.029,"198"
"655",1980200205,122007,123.1,0.15,3.698,0.32,0.001,0.01,"198"
"656",1980200204,122007,149.2,0.05,2.628,0.058,0,0.002,"198"
"657",1980200203,122007,175.1,0.03,2.2,0.029,0,0.001,"198"
"673",1990200222,12908,5.8,0.18,3.885,1.445,0,0.018,"199"
"676",1990200217,12908,24.5,0.16,3.935,1.499,0.001,0.016,"199"
"679",1990200214,12908,45.7,0.17,3.873,1.474,0.001,0.017,"199"
"682",1990200211,12908,74.5,0.17,3.965,1.474,0.004,0.014,"199"
"685",1990200208,12908,99.7,0.16,4.02,1.2,0.015,0.018,"199"
"688",1990200205,12908,124.2,0.11,2.079,0.338,0,0,"199"
"689",1990200204,12908,150.5,0.06,2.001,0.078,0,0.002,"199"
"690",1990200203,12908,177.2,0.01,1.564,0.006,0,0,"199"
"705",2000200222,22308,7.4,0.06,4.908,1.711,0.022,0.015,"200"
"708",2000200217,22308,27.8,0.07,4.884,2.044,0.033,0.016,"200"
"711",2000200214,22308,46.4,0.09,4.223,2.106,0.044,0.012,"200"
"714",2000200211,22308,76.6,0.13,4.245,2.305,0.042,0.009,"200"
"720",2000200205,22308,126.3,0.16,2.432,0.555,0,0.009,"200"
"721",2000200204,22308,151.7,0.06,2.05,0.125,0,0.003,"200"
"722",2000200203,22308,176.6,0.02,1.721,0.011,0,0.001,"200"
"737",2010200222,52708,7.5,0.04,4.685,1.879,0.032,0.035,"201"
"740",2010200218,52708,26.1,0.04,6.203,2.335,0.03,0.021,"201"
"743",2010200215,52708,46,0.05,5.952,2.295,0.02,0.012,"201"
"746",2010200212,52708,75.6,0.07,5.767,2.453,0.028,0.015,"201"
"749",2010200209,52708,101.1,0.18,5.361,2.943,0.02,0.006,"201"
"752",2010200206,52708,125.6,0.16,4.811,1.044,0.008,0.003,"201"
"753",2010200205,52708,150,0.06,2.705,0.264,0,0.008,"201"
"754",2010200204,52708,175.6,0.03,1.904,0.103,0,0.003,"201"
"769",2020200222,62508,9.2,0.08,4.6,1.905,0.01,0.013,"202"
"772",2020200218,62508,24.6,0.09,4.429,1.867,0.008,0.009,"202"
"775",2020200215,62508,44.1,0.07,4.746,1.819,0.008,0.009,"202"
"778",2020200212,62508,74.2,0.13,4.443,2.347,0.014,0.011,"202"
"781",2020200209,62508,99.2,0.18,3.433,1.631,0.01,0.007,"202"
"784",2020200205,62508,124.3,0.16,3.332,0.708,0,0.021,"202"
"785",2020200204,62508,149.5,0.07,2.512,0.288,0,0.007,"202"
"786",2020200203,62508,174,0.03,1.893,0.052,0,0.001,"202"
"801",2030200222,72608,8.4,0.07,4.288,1.627,0.012,0.007,"203"
"804",2030200218,72608,25.3,0.09,4.961,1.599,0.011,0.005,"203"
"807",2030200215,72608,44.7,0.13,5.89,2.225,0.015,0.009,"203"
"810",2030200212,72608,75,0.16,5.583,2.58,0.02,0.009,"203"
"813",2030200209,72608,100.9,0.21,4.329,2.104,0.012,0.005,"203"
"816",2030200205,72608,125.3,0.17,4.071,0.71,0.001,0.011,"203"
"817",2030200204,72608,150,0.08,2.804,0.185,0,0.004,"203"
"818",2030200203,72608,176.1,0.04,1.803,0.06,0,0.001,"203"
"833",2040200222,81608,6.2,0.08,6.024,2.755,0.011,0.007,"204"
"836",2040200218,81608,24.9,0.08,6.45,2.861,0.013,0.008,"204"
"839",2040200215,81608,43.7,0.11,7.272,2.928,0.032,0.012,"204"
"842",2040200212,81608,74.3,0.21,5.165,2.759,0.023,0.009,"204"
"845",2040200209,81608,100.1,0.26,4.139,0.872,0.002,0.015,"204"
"848",2040200205,81608,125.6,0.13,3.418,0.308,0,0.007,"204"
"849",2040200204,81608,150.2,0.04,2.911,0.096,0,0.003,"204"
"850",2040200203,81608,174.3,0.03,2.436,0.033,0,0.001,"204"
"864",2050200222,101008,6,0.13,6.019,2.476,0.014,0.01,"205"
"867",2050200217,101008,24.5,0.13,5.995,2.161,0.011,0.008,"205"
"870",2050200214,101008,44.2,0.17,5.81,2.6,0.013,0.008,"205"
"873",2050200211,101008,74.3,0.33,4.752,2.155,0.023,0.009,"205"
"876",2050200208,101008,99.2,0.37,3.65,0.843,0.002,0.015,"205"
"879",2050200205,101008,124.1,0.15,3.185,0.296,0,0.009,"205"
"880",2050200204,101008,148.9,0.07,2.433,0.068,0,0.003,"205"
"881",2050200203,101008,174,0.02,1.969,0.015,0,0.001,"205"
"895",2060200222,113008,10.1,0.23,5.417,2.156,0.018,0.01,"206"
"898",2060200218,113008,22.3,0.27,5.907,2.105,0.019,0.01,"206"
"901",2060200215,113008,43.3,0.23,4.873,2.044,0.02,0.009,"206"
"904",2060200212,113008,76.7,0.26,5.675,2.056,0.02,0.01,"206"
"907",2060200209,113008,100.2,0.35,5.962,1.134,0.004,0.009,"206"
"910",2060200205,113008,121.8,0.29,4.656,0.582,0,0.016,"206"
"911",2060200204,113008,147.5,0.1,2.848,0.168,0,0.004,"206"
"912",2060200203,113008,175,0.02,2.196,0.008,0,0.001,"206"
"927",2080200222,12009,6.6,0.12,3.381,1.97,0.031,0.012,"208"
"930",2080200218,12009,24.6,0.12,3.274,2.06,0.03,0.011,"208"
"933",2080200215,12009,45.3,0.14,3.625,2,0.031,0.009,"208"
"936",2080200212,12009,74.4,0.25,3.642,2.067,0.035,0.014,"208"
"939",2080200209,12009,99.6,0.26,3.248,1.93,0.031,0.012,"208"
"942",2080200205,12009,125.3,0.2,3.489,0.367,0.003,0.009,"208"
"943",2080200204,12009,150.4,0.12,2.214,0.232,0,0.005,"208"
"944",2080200203,12009,175,0.02,1.704,0.009,0,0,"208"
"959",2090200222,21709,6.7,0.08,3.618,1.198,0.017,0.011,"209"
"962",2090200218,21709,24.8,0.08,3.574,1.23,0.017,0.01,"209"
"965",2090200215,21709,45.4,0.08,3.528,1.259,0.019,0.009,"209"
"968",2090200212,21709,74.9,0.11,3.53,1.283,0.019,0.01,"209"
"971",2090200209,21709,100,0.17,3.55,0.57,0.008,0.023,"209"
"974",2090200205,21709,126,0.12,2.741,0.373,0,0.01,"209"
"975",2090200204,21709,150,0.04,2.004,0.057,0,0.003,"209"
"976",2090200203,21709,173.9,0.02,1.529,0.009,0,0.001,"209"
"991",2100200222,42809,5,0.06,4.627,1.604,0.019,0.014,"210"
"992",2100200218,42809,25,0.07,4.699,1.978,0.026,0.013,"210"
"995",2100200215,42809,44.7,0.08,4.591,2.402,0.03,0.016,"210"
"998",2100200212,42809,75,0.1,4.149,2.33,0.031,0.016,"210"
"1001",2100200209,42809,99.8,0.27,3.934,1.274,0.009,0.024,"210"
"1004",2100200205,42809,125.1,0.15,3.673,0.27,0.001,0.011,"210"
"1005",2100200204,42809,150.1,0.06,2.944,0.138,0,0.004,"210"
"1006",2100200203,42809,175.2,0.02,2.192,0.025,0,0.001,"210"
"1021",2110200120,52709,7.2,0.07,4.152,1.847,0.036,0.007,"211"
"1024",2110200117,52709,27.1,0.07,5.492,1.925,0.011,0.009,"211"
"1027",2110200114,52709,47,0.08,5.27,1.796,0.01,0.007,"211"
"1030",2110200111,52709,76.9,0.13,4.427,2.269,0.01,0.007,"211"
"1033",2110200108,52709,101.9,0.25,4.122,1.132,0.006,0.007,"211"
"1036",2110200105,52709,126.7,0.19,3.681,0.47,0.001,0.017,"211"
"1037",2110200104,52709,151.7,0.1,2.813,0.21,0,0.007,"211"
"1038",2110200103,52709,176.8,0.06,2.365,0.085,0,0.003,"211"
"1053",2120200222,70309,8.2,0.05,4.521,1.77,0.009,0.006,"212"
"1055",2120200219,70309,25.1,0.06,4.345,1.751,0.007,0.008,"212"
"1058",2120200216,70309,44.7,0.07,4.85,2.19,0.01,0.011,"212"
"1061",2120200213,70309,74.4,0.15,4.874,2.475,0.022,0.012,"212"
"1064",2120200210,70309,100.1,0.2,3.564,1.725,0.009,0.009,"212"
"1067",2120200207,70309,125.9,0.23,3.336,0.693,0.001,0.02,"212"
"1068",2120200204,70309,150.1,0.11,2.852,0.237,0,0.007,"212"
"1069",2120200203,70309,175.3,0.07,2.397,0.162,0,0.004,"212"
"1083",2130200220,72409,7.6,0.06,4.251,1.583,0.011,0.007,"213"
"1086",2130200217,72409,24.9,0.06,4.58,1.61,0.01,0.009,"213"
"1089",2130200214,72409,45.1,0.1,4.644,2.021,0.011,0.009,"213"
"1092",2130200211,72409,75.4,0.13,4.307,2.793,0.027,0.013,"213"
"1095",2130200208,72409,99.9,0.2,3.103,1.812,0.011,0.008,"213"
"1098",2130200205,72409,124.9,0.13,2.395,0.382,0,0.008,"213"
"1099",2130200202,72409,150.2,0.04,2.295,0.138,0,0.004,"213"
"1100",2130200201,72409,175.3,0.02,1.711,0.018,0,0.001,"213"
"1115",2140200220,81809,8.3,0.09,3.655,1.778,0.01,0.008,"214"
"1118",2140200217,81809,24.5,0.09,6.86,1.575,0.01,0.007,"214"
"1121",2140200214,81809,46.1,0.15,4.677,2.287,0.01,0.008,"214"
"1124",2140200211,81809,75,0.27,4.727,1.503,0.021,0.008,"214"
"1127",2140200208,81809,100.7,0.3,4.913,1.49,0.009,0.007,"214"
"1130",2140200205,81809,124.4,0.16,5.117,0.503,0,0.007,"214"
"1131",2140200204,81809,151.3,0.09,3.047,0.194,0,0.007,"214"
"1132",2140200203,81809,176,0.04,2.488,0.082,0,0.003,"214"
"1147",2150200218,92409,5.4,0.06,5.293,2.461,0.01,0.006,"215"
"1150",2150200215,92409,25.1,0.06,5.262,2.781,0.011,0.007,"215"
"1153",2150200212,92409,44.6,0.07,4.674,2.667,0.012,0.008,"215"
"1156",2150200209,92409,74.7,0.14,3.769,2.461,0.03,0.01,"215"
"1157",2150200206,92409,99.8,0.24,4.434,0.805,0,0.021,"215"
"1160",2150200203,92409,125.2,0.1,2.555,0.31,0,0.008,"215"
"1161",2150200202,92409,150.2,0.03,2.304,0.038,0,0.003,"215"
"1162",2150200201,92409,176.7,0.03,1.148,0.04,0,0.002,"215"
"1175",2160200219,110309,4.6,0.07,6.577,2.124,0.02,0.012,"216"
"1179",2160200215,110309,24,0.08,6.265,2.224,0.022,0.009,"216"
"1182",2160200212,110309,44.7,NA,6.127,2.116,0.017,0.009,"216"
"1185",2160200209,110309,75.2,0.17,4.619,2.679,0.019,0.009,"216"
"1188",2160200206,110309,99.4,0.27,3.913,1.061,0.003,0.021,"216"
"1191",2160200203,110309,127,0.15,2.714,0.378,0,0.009,"216"
"1192",2160200202,110309,149.6,0.03,2.145,0.059,0,0.003,"216"
"1193",2160200201,110309,171.4,0.03,1.077,0.029,0,0.001,"216"
"1208",2170200220,120909,4.7,0.12,4.182,2.777,0.014,0.009,"217"
"1211",2170200217,120909,24.4,0.13,4.343,2.822,0.017,0.009,"217"
"1214",2170200214,120909,44.3,0.13,4.249,2.711,0.014,0.013,"217"
"1216",2170200211,120909,75,NA,4.4,2.058,0.017,0.008,"217"
"1219",2170200208,120909,99.9,0.21,3.639,0.789,0.002,0.011,"217"
"1222",2170200205,120909,126.5,0.13,3.007,0.304,0,0.008,"217"
"1223",2170200204,120909,151.6,0.05,2.366,0.107,0,0.004,"217"
"1224",2170200203,120909,175.5,0.02,2.196,0.031,0,0,"217"
"1237",2190200522,31010,4.7,NA,3.75,2.003,0.012,0.013,"219"
"1238",2190200519,31010,25.5,NA,3.829,1.989,0.012,0.013,"219"
"1239",2190200517,31010,45.6,NA,3.875,1.914,0.012,0.009,"219"
"1240",2190200515,31010,75.3,NA,3.323,1.878,0.01,0.012,"219"
"1241",2190200512,31010,101.3,NA,3.408,1.457,0.006,0.015,"219"
"1242",2190200509,31010,125.4,NA,2.727,0.273,0,0.011,"219"
"1243",2190200507,31010,150.8,NA,2.27,0.083,0,0.003,"219"
"1244",2190200505,31010,172.8,NA,2.004,0.021,0,0.001,"219"
"1258",2200200219,40610,4.7,0.1,3.281,1.643,0.017,0.006,"220"
"1261",2200200216,40610,25.3,0.1,3.85,1.672,0.017,0.007,"220"
"1264",2200200213,40610,44.1,0.11,4.257,1.703,0.02,0.007,"220"
"1267",2200200210,40610,77.4,0.12,4.437,1.853,0.027,0.008,"220"
"1270",2200200207,40610,98.5,0.14,3.853,1.94,0.027,0.008,"220"
"1273",2200200204,40610,123.3,0.2,2.486,0.53,0,0.011,"220"
"1275",2200200202,40610,150,0.06,2.279,0.108,0,0.003,"220"
"1276",2200200201,40610,174.2,0.03,1.954,0.026,0,0.001,"220"
"1290",2210200221,51810,5,0.08,4.498,1.526,0.017,0.011,"221"
"1293",2210200218,51810,23.1,0.08,4.626,1.538,0.015,0.011,"221"
"1296",2210200215,51810,44.4,0.1,4.923,1.796,0.024,0.012,"221"
"1299",2210200212,51810,74.4,0.18,4.473,2.251,0.027,0.009,"221"
"1302",2210200209,51810,100.4,0.26,3.543,1.385,0.002,0.023,"221"
"1305",2210200206,51810,125.1,0.2,3.284,0.43,0.003,0.006,"221"
"1307",2210200204,51810,150.2,0.12,3.007,0.17,0.001,0.007,"221"
"1308",2210200203,51810,176.4,0.09,2.457,0.085,0,0.003,"221"
"1323",2220200221,60810,5.5,0.07,5.374,1.602,0.019,0.007,"222"
"1326",2220200218,60810,25.1,0.06,5.62,1.504,0.022,0.006,"222"
"1330",2220200214,60810,44.6,0.09,5.188,1.838,0.025,0.01,"222"
"1333",2220200211,60810,75.4,0.15,5.061,1.943,0.011,0.008,"222"
"1335",2220200209,60810,100.1,NA,4.513,1.004,0.005,0.007,"222"
"1337",2220200206,60810,127.3,0.22,3.66,0.69,0.002,0.017,"222"
"1339",2220200204,60810,147.8,0.17,3.447,0.437,0.001,0.014,"222"
"1340",2220200203,60810,180,0.05,2.274,0.054,0,0.004,"222"
"1354",2230200221,70810,5.8,0.09,4.489,1.769,0.007,0.004,"223"
"1357",2230200218,70810,25.7,0.09,4.675,1.584,0.006,0.005,"223"
"1360",2230200215,70810,46.2,0.09,4.635,1.8,0.013,0.006,"223"
"1363",2230200212,70810,75.4,0.16,5.163,2.147,0.015,0.008,"223"
"1366",2230200209,70810,100.5,0.22,3.882,1.76,0.016,0.005,"223"
"1369",2230200206,70810,125.7,0.25,3.308,0.901,0.001,0.011,"223"
"1371",2230200204,70810,150.6,0.18,2.782,0.379,0.001,0.009,"223"
"1372",2230200203,70810,175,0.06,2.204,0.063,0,0.003,"223"
"1386",2240200220,80710,6,0.07,4.979,1.607,0.006,0.005,"224"
"1389",2240200217,80710,24.9,0.07,4.922,1.621,0.008,0.007,"224"
"1392",2240200214,80710,45.1,0.09,4.865,1.725,0.009,0.007,"224"
"1395",2240200211,80710,75.4,0.11,4.915,2.176,0.009,0.004,"224"
"1398",2240200208,80710,100.2,0.22,4.962,2.133,0.016,0.005,"224"
"1401",2240200205,80710,125.1,0.27,4.531,1.273,0.012,0.008,"224"
"1402",2240200204,80710,151.2,0.19,3.342,0.405,0.001,0.011,"224"
"1403",2240200203,80710,176.2,0.09,2.5,0.202,0,0.005,"224"
"1418",2250200220,90310,6.6,0.08,5.331,1.832,0.01,0.005,"225"
"1421",2250200217,90310,25,0.07,5.191,1.847,0.009,0.005,"225"
"1424",2250200214,90310,45,0.09,5.28,1.997,0.011,0.006,"225"
"1427",2250200211,90310,75.3,NA,5.345,2.411,0.019,0.01,"225"
"1430",2250200208,90310,100.3,0.27,3.83,1.585,0.008,0.015,"225"
"1433",2250200205,90310,124.5,0.17,2.944,0.487,0,0.011,"225"
"1434",2250200204,90310,149.9,0.09,3.138,0.177,0,0.006,"225"
"1435",2250200203,90310,176.9,0.02,2.169,0.011,0,0.001,"225"
"1450",2260200220,100310,5.7,0.1,4.59,1.752,0.012,0.007,"226"
"1453",2260200217,100310,24.5,0.09,5.843,2.14,0.012,0.01,"226"
"1456",2260200214,100310,45.5,0.1,5.965,2.148,0.015,0.011,"226"
"1459",2260200211,100310,76,0.22,5.094,2.704,0.014,0.008,"226"
"1462",2260200208,100310,100.8,0.32,4.464,1.611,0.019,0.015,"226"
